,NOMBRE_VERTIDO,TITULAR,MUNICIPIO,PROVINCIA,UTM X  Huso 30,UTM Y  Huso 30,MEDIO     RECEPTOR,NATURALEZA_VERTIDO,CARACT_VERTIDO,VOLUMEN_m3_ano,NATURALEZA_RECEPTOR,REF_EXPEDIENTE,tipo_titular
1013,EXPLOTACIÓN AGRÍCOLA ECOLÓGICA AGAPE CELEBRACIONES,"AGAPE CELEBRACIONES, S.L.",FUENTE EL SAZ DE JARAMA,MADRID,457550.0,4500437.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,1460.0,CATEGORÍA I,AV-0024/2023,J
1014,RESIDENCIA CANINA LAS ABUELAS,PERSONA FÍSICA,FUENTE EL SAZ DE JARAMA,MADRID,453335.0,4497160.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,207.0,CATEGORÍA I,AV-0014/2016,F
1015,"E.S. CTRA. M-317, KM 3,100","DISA PENÍNSULA, S.L.U.",FUENTE EL SAZ DE JARAMA,MADRID,458907.0,4501224.0,TERRENO,INDUSTRIAL,CLASE 1 Resto,1007.0,CATEGORÍA I,AV-0074/2007,J
1016,ESCUELA HÍPICA CLARIN LAS BRIDAS,"CLARIN LAS BRIDAS, S.L.",FUENTE EL SAZ DE JARAMA,MADRID,454133.0,4498416.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,560.0,CATEGORÍA I,AV-0024/2011,J
1017,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,FUENTE EL SAZ DE JARAMA,MADRID,454391.0,4496492.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,50.0,CATEGORÍA I,AV-0042/2004,F
1018,PERSONA FÍSICA (VIVIENDA/NAVE),PERSONA FÍSICA,FUENTE EL SAZ DE JARAMA,MADRID,455157.0,4496306.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,365.0,CATEGORÍA I,AV-0025/2003,F
1019,CENTRO HÍPICO EQUUS DE SAZ,"EQUUS DE SAZ, S.L.",FUENTE EL SAZ DE JARAMA,MADRID,453669.0,4498038.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,1005.0,CATEGORÍA I,AV-0059/2020,J
1020,ESCUELA HÍPICA SOTO DEL ESPINAR,"ESCUELA HÍPICA SOTO DEL ESPINAR, S.L.",FUENTE EL SAZ DE JARAMA,MADRID,453470.0,4496205.0,ARROYO DE PAEQUE,INDUSTRIAL,CLASE 3 Resto,6903.0,CATEGORÍA I,AV-0011/2018,J
1021,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,FUENTE EL SAZ DE JARAMA,MADRID,454442.0,4496278.0,ARROYO DE PAEQUE,URBANO O ASIMILABLE,<2.000 h-e,274.0,CATEGORÍA I,AV-0008/2020,F
1022,RESIDENCIA CANINA EL SUEÑO DE KRIS,PERSONA FÍSICA,FUENTE EL SAZ DE JARAMA,MADRID,455607.0,4501322.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,219.0,CATEGORÍA I,AV-0051/2019,F
1023,EDAR FUENTE EL SAZ,CANAL DE ISABEL II,FUENTE EL SAZ DE JARAMA,MADRID,453021.0,4499047.0,RÍO JARAMA,URBANO O ASIMILABLE,>10.000 h-e,2147536.0,CATEGORÍA I,AV-0179/1990,
1024,FINCA LAS SALINILLAS (VIVIENDAS),PERSONA FÍSICA,FUENTIDUEÑA DE TAJO,MADRID,483056.0,4441977.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,412.0,CATEGORÍA I,AV-0004/1989,F
1025,FÁBRICA ÁCIDO TARTÁRICO COQUISA (REFRIGERACIÓN),"COMERCIAL QUIMICA SARASA, S.L.",FUENTIDUEÑA DE TAJO,MADRID,489064.0,4441784.0,RÍO TAJO,INDUSTRIAL,CLASE 2 Refrigeración,1400000.0,CATEGORÍA I,AV-0007/1982,J
1026,FÁBRICA ÁCIDO TARTÁRICO COQUISA (ASEOS),"COMERCIAL QUIMICA SARASA, S.L.",FUENTIDUEÑA DE TAJO,MADRID,488775.0,4442285.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,308.0,CATEGORÍA I,AV-0008/1982,J
1027,EDAR FUENTIDUEÑA DE TAJO,CANAL DE ISABEL II,FUENTIDUEÑA DE TAJO,MADRID,486698.0,4439303.0,RÍO TAJO,URBANO O ASIMILABLE,2.000-10.000 h-e,182383.0,CATEGORÍA I,AV-0051/2002,
1028,GRANJA ESCUELA FUENTIDUEÑA DE TAJO,"LA GRANJA TOP, S.L.",FUENTIDUEÑA DE TAJO,MADRID,487568.0,4437134.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,2555.0,CATEGORÍA I,AV-0132/2021,J
1029,"AREA DE SERVICIO CTRA. A-3, KM. 68","DISA PENÍNSULA, S.L.U.",FUENTIDUEÑA DE TAJO,MADRID,490275.0,4437185.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,4439.0,CATEGORÍA I,AV-0025/2000,J
1030,ALBERGUE Y PISTAS DEPORTIVAS FUENTIDUEÑA (ASEOS),AYUNTAMIENTO DE FUENTIDUEÑA DE TAJO,FUENTIDUEÑA DE TAJO,MADRID,487007.0,4440092.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,2190.0,CATEGORÍA I,AV-0028/2009,A
1031,RESTAURANTE CAFETERIA MAYTE SASAMAR,"SASAMAR, S.L.",FUENTIDUEÑA DE TAJO,MADRID,487200.0,4440765.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,1460.0,CATEGORÍA I,AV-0038/2008,J
1032,URB. LA ALARILLA,AYUNTAMIENTO DE FUENTIDUEÑA DE TAJO,FUENTIDUEÑA DE TAJO,MADRID,488343.0,4437995.0,ARROYO DE FUENTEMARIA,URBANO O ASIMILABLE,<2.000 h-e,40500.0,CATEGORÍA I,AV-0090/2022,A
1033,PLANTA HORMIGON GRAVERAS ACICOYA (ASEOS),"GRAVERAS ACICOYA, S.A.",FUENTIDUEÑA DE TAJO,MADRID,487340.0,4439250.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,365.0,CATEGORÍA I,AV-0010/1996,J
1034,CENTRO TRABAJO PRESA POZO DE LAS NIEVES,CANAL DE ISABEL II,GALAPAGAR,MADRID,416296.0,4495541.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,50.0,CATEGORÍA I,AV-0026/2009,
1035,EDAR GALAPAGAR-TORRELODONES,CANAL DE ISABEL II,GALAPAGAR,MADRID,418315.0,4492550.0,RÍO GUADARRAMA,URBANO O ASIMILABLE,>10.000 h-e,5799957.0,CATEGORÍA I,AV-0011/2023,
1036,URB. LAS CUESTAS,E.U.C.C. URB. LAS CUESTAS,GALAPAGAR,MADRID,416605.0,4485605.0,ARROYO PALACIOS,URBANO O ASIMILABLE,<2.000 h-e,91250.0,CATEGORÍA I,AV-0038/2000,
1037,URB. PUERTO DE GALAPAGAR,AYUNTAMIENTO DE GALAPAGAR,GALAPAGAR,MADRID,418295.0,4490140.0,ARROYO DE GALLINERAS,URBANO O ASIMILABLE,<2.000 h-e,30448.0,CATEGORÍA I,AV-0029/2019,A
1038,EDAR RIOSEQUILLO,CANAL DE ISABEL II,GARGANTA DE LOS MONTES,MADRID,440545.0,4532725.0,ARROYO DE LA PAJARILLA,URBANO O ASIMILABLE,>10.000 h-e,949000.0,CATEGORÍA I,AV-0021/1990,
1039,CAMPING MONTE HOLIDAY,"CAMPING MONTE HOLIDAY, S.L.",GARGANTILLA DEL LOZOYA Y PINILLA DE BUITRAGO,MADRID,438459.0,4533411.0,ARROYO DEL COCO,URBANO O ASIMILABLE,<2.000 h-e,54750.0,CATEGORÍA I,AV-0006/1981,J
1040,EDAR PINILLA DE BUITRAGO,CANAL DE ISABEL II,GARGANTILLA DEL LOZOYA Y PINILLA DE BUITRAGO,MADRID,442040.0,4536969.0,ARROYO EL CHORRO,URBANO O ASIMILABLE,<2.000 h-e,22163.0,CATEGORÍA I,AV-0098/2002,
1041,EDAR ARROYO CULEBRO CUENCA BAJA,CANAL DE ISABEL II,GETAFE,MADRID,448930.0,4461602.0,ARROYO CULEBRO,URBANO O ASIMILABLE,>10.000 h-e,23811361.0,CATEGORÍA I,AV-0141/2021,
1042,EDAR SUR,AYUNTAMIENTO DE MADRID,GETAFE,MADRID,447529.0,4462263.0,RÍO MANZANARES,URBANO O ASIMILABLE,>10.000 h-e,107251461.0,CATEGORÍA I,AV-0039/2022,A
1043,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,GRIÑON,MADRID,426292.0,4450973.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,510.0,CATEGORÍA I,AV-0089/2008,F
1044,EDAR GUADALIX DE LA SIERRA,CANAL DE ISABEL II,GUADALIX DE LA SIERRA,MADRID,442180.0,4515185.0,RÍO GUADALIX,URBANO O ASIMILABLE,>10.000 h-e,930277.0,CATEGORÍA I,AV-0007/1992,
1045,CENTRO TRABAJO EMBALSE LA JAROSA,CANAL DE ISABEL II,GUADARRAMA,MADRID,405390.0,4502440.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,2263.0,CATEGORÍA I,AV-0033/2004,
1046,EDAR EL CHAPARRAL (GUADARRAMA),CANAL DE ISABEL II,GUADARRAMA,MADRID,409985.0,4500670.0,RÍO GUADARRAMA,URBANO O ASIMILABLE,>10.000 h-e,5798025.0,CATEGORÍA I,AV-0013/1986,
1047,TALLER GUADARRAMA CAMIONES (ASEOS),"GUADARRAMA CAMIONES, S.L.",GUADARRAMA,MADRID,409179.0,4500621.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,1095.0,CATEGORÍA I,AV-0008/2012,J
1048,FINCA LA JAROSILLA (ASEOS),"CORPORACIÓN BORSON, S.L.",GUADARRAMA,MADRID,406171.0,4501126.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,526.0,CATEGORÍA I,AV-0034/2009,J
1049,EDAR LA HIRUELA,CANAL DE ISABEL II,HIRUELA (LA),MADRID,462032.0,4547420.0,ARROYO FUENTECILLA,URBANO O ASIMILABLE,<2.000 h-e,10796.0,CATEGORÍA I,AV-0086/2002,
1050,EDAR AOSLOS,CANAL DE ISABEL II,HORCAJO DE LA SIERRA,MADRID,450106.0,4544958.0,ARROYO DEL RETORTILLO,URBANO O ASIMILABLE,<2.000 h-e,29959.0,CATEGORÍA I,AV-0118/2023,
1051,EDAR HORCAJO DE LA SIERRA,CANAL DE ISABEL II,HORCAJO DE LA SIERRA,MADRID,450597.0,4545926.0,RÍO MADARQUILLOS,URBANO O ASIMILABLE,<2.000 h-e,34003.0,CATEGORÍA I,AV-0110/2023,
1052,EDAR HORCAJUELO DE LA SIERRA,CANAL DE ISABEL II,HORCAJUELO DE LA SIERRA,MADRID,454192.0,4545278.0,ARROYO GRANDE,URBANO O ASIMILABLE,<2.000 h-e,44939.0,CATEGORÍA I,AV-0099/2002,
1053,ACADEMIA INGENIEROS EJERCITO DE TIERRA,ACADEMIA DE INGENIEROS DEL EJÉRCITO DE TIERRA,HOYO DE MANZANARES,MADRID,425844.0,4497674.0,ARROYO MANINA,URBANO O ASIMILABLE,<2.000 h-e,127750.0,CATEGORÍA I,AV-0035/1987,
1054,EDAR HOYO DE MANZANARES,CANAL DE ISABEL II,HOYO DE MANZANARES,MADRID,424138.0,4494391.0,ARROYO DE TROFA,URBANO O ASIMILABLE,2.000-10.000 h-e,1095000.0,CATEGORÍA I,AV-0134/2022,
1055,AULA-MUSEO DE APICULTURA FINCA LA LADERA (ASEOS),PERSONA FÍSICA,HOYO DE MANZANARES,MADRID,422528.0,4497950.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,478.0,CATEGORÍA I,AV-0017/2009,F
1056,"E.S. CTRA. M-405, KM. 5,600 M.D. (ASEOS)","CEDIPSA, S.A.",HUMANES DE MADRID,MADRID,428564.0,4454402.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,274.0,CATEGORÍA I,AV-0028/2020,J
1057,"E.S. CTRA. M-405, KM. 5,900 M.I. (ASEOS)","CEDIPSA, S.A.",HUMANES DE MADRID,MADRID,428503.0,4454035.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,329.0,CATEGORÍA I,AV-0029/2020,J
1058,"CENTRO DE JARDINERÍA HELECHOS, S.C.M.",HELECHOS SOCIEDAD COOPERATIVA MADRILEÑA,LEGANES,MADRID,432655.0,4465262.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,2500.0,CATEGORÍA I,AV-0049/2007,J
1059,"AREA DE SERVICIO CTRA. R-5, PK 5,500 (M.D.)","SEITT S.M.E., S.A.",LEGANES,MADRID,434236.0,4467246.0,ARROYO BUTARQUE,INDUSTRIAL,CLASE 1 Resto,1000.0,CATEGORÍA I,AV-0155/2023,J
1060,"AREA DE SERVICIO CTRA. R-5, PK 5,500 (M.I.)","SEITT S.M.E., S.A.",LEGANES,MADRID,434236.0,4467246.0,ARROYO BUTARQUE,INDUSTRIAL,CLASE 1 Resto,1000.0,CATEGORÍA I,AV-0154/2023,J
1061,CENTRO DE RECUPERACIÓN DE METALES BARAHONA,"BARAHONA E HIJOS, S.L.",LOECHES,MADRID,465735.0,4471435.0,TERRENO,INDUSTRIAL,CLASE 1 Resto,454.0,CATEGORÍA I,AV-0053/2021,J
1062,INSTALACIÓN DE ALMACENAMIENTO CLH-LOECHES (ASEOS),"COMPAÑIA LOGISTICA DE HIDROCARBUROS, S.A.",LOECHES,MADRID,463628.0,4473769.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,730.0,CATEGORÍA I,AV-0046/2001,J
1063,FÁBRICA DE TUBERÍAS PVC MOLECOR,"MOLECOR TECNOLOGÍA, S.L.",LOECHES,MADRID,463530.0,4473380.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,465.0,CATEGORÍA I,AV-0059/2019,J
1064,BAR-QUIOSCO HOYA ENCAVERA,AYUNTAMIENTO DE LOZOYA,LOZOYA,MADRID,435331.0,4532754.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,101.0,CATEGORÍA I,AV-0019/2021,A
1065,ETAP PINILLA (ASEOS),CANAL DE ISABEL II,LOZOYA,MADRID,434945.0,4533040.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,383.0,CATEGORÍA I,AV-0054/2001,
1066,CENTRO TRABAJO EMBALSE LA PINILLA,CANAL DE ISABEL II,LOZOYA,MADRID,434627.0,4533075.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,2263.0,CATEGORÍA I,AV-0034/2004,
1067,EDAR SIETEIGLESIAS,CANAL DE ISABEL II,LOZOYUELA-NAVAS-SIETEIGLESIAS,MADRID,451374.0,4528340.0,ARROYO JOVALO,URBANO O ASIMILABLE,<2.000 h-e,41172.0,CATEGORÍA I,AV-0088/2002,
1068,"E.S. CTRA. A-1, KM. 64,400 M.D. (ASEOS)","SALCEA, S.A.",LOZOYUELA-NAVAS-SIETEIGLESIAS,MADRID,448891.0,4528498.0,ARROYO JOVALO,URBANO O ASIMILABLE,<2.000 h-e,5840.0,CATEGORÍA I,AV-0034/1997,J
1069,EDAR NAVAS DE BUITRAGO,CANAL DE ISABEL II,LOZOYUELA-NAVAS-SIETEIGLESIAS,MADRID,450484.0,4531492.0,ARROYO FRESNEDA,URBANO O ASIMILABLE,<2.000 h-e,14980.0,CATEGORÍA I,AV-0081/2002,
1070,EDAR LOZOYUELA,CANAL DE ISABEL II,LOZOYUELA-NAVAS-SIETEIGLESIAS,MADRID,449545.0,4530410.0,ARROYO RECOMBO,URBANO O ASIMILABLE,2.000-10.000 h-e,198154.0,CATEGORÍA I,AV-0071/2002,
1071,EDAR MADARCOS,CANAL DE ISABEL II,MADARCOS,MADRID,450681.0,4544032.0,RÍO MADARQUILLOS,URBANO O ASIMILABLE,<2.000 h-e,22426.0,CATEGORÍA I,AV-0122/2023,
1072,EDAR BUTARQUE,AYUNTAMIENTO DE MADRID,MADRID,MADRID,444085.0,4464645.0,RÍO MANZANARES,URBANO O ASIMILABLE,>10.000 h-e,42900815.0,CATEGORÍA I,AV-0041/2022,A
1073,UNIVERSIDAD AUTONOMA DE MADRID,UNIVERSIDAD AUTONOMA DE MADRID,MADRID,MADRID,442185.0,4488175.0,ARROYO DE LA VEGA,URBANO O ASIMILABLE,2.000-10.000 h-e,339815.0,CATEGORÍA I,AV-0039/1987,
1074,CATERING DO&CO RESTAURACIÓN ESPAÑA,"DO&CO RESTAURACIÓN ESPAÑA, S.L.",MADRID,MADRID,454371.0,4479957.0,RÍO JARAMA,INDUSTRIAL,CLASE 1 Resto,146000.0,CATEGORÍA I,AV-0081/2008,J
1075,BRIAC XII - BASE EL GOLOSO (EDAR ESTE),BRIAC XII - BASE EL GOLOSO,MADRID,MADRID,440897.0,4489748.0,ARROYO VALDELAMASA,URBANO O ASIMILABLE,<2.000 h-e,70000.0,CATEGORÍA I,AV-0010/1983,
1076,CENTRO TRATAMIENTO R.S.U. LA PALOMA (ASEOS),UTE LA PALOMA (SUFISA-VERTRESA-URBASER),MADRID,MADRID,451104.0,4465517.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,1825.0,CATEGORÍA I,AV-0034/2007,
1077,CLÍNICA S.E.A.R.,CLÍNICA S.E.A.R. S.A.,MADRID,MADRID,440812.0,4487246.0,ARROYO DEL MONTE,URBANO O ASIMILABLE,<2.000 h-e,15000.0,CATEGORÍA I,AV-0002/1981,J
1078,HOSPITAL DR. R. LAFORA,HOSPITAL DR. R. LAFORA,MADRID,MADRID,441685.0,4487038.0,ARROYO DE LA VEGA,URBANO O ASIMILABLE,<2.000 h-e,70000.0,CATEGORÍA I,AV-0014/1983,
1079,BRIAC XII - BASE EL GOLOSO (EDAR OESTE),BRIAC XII - BASE EL GOLOSO,MADRID,MADRID,440181.0,4490126.0,ARROYO DE LOS VIVEROS,URBANO O ASIMILABLE,<2.000 h-e,60000.0,CATEGORÍA I,AV-0011/1983,
1080,EDAR VIVEROS,AYUNTAMIENTO DE MADRID,MADRID,MADRID,436945.0,4477775.0,RÍO MANZANARES,URBANO O ASIMILABLE,>10.000 h-e,32480478.0,CATEGORÍA I,AV-0017/1981,A
1081,EDAR VALDEBEBAS,AYUNTAMIENTO DE MADRID,MADRID,MADRID,453690.0,4482995.0,RÍO JARAMA,URBANO O ASIMILABLE,>10.000 h-e,11332523.0,CATEGORÍA I,AV-0013/2021,A
1082,EDAR REJAS,AYUNTAMIENTO DE MADRID,MADRID,MADRID,454260.0,4478075.0,ARROYO REJAS,URBANO O ASIMILABLE,>10.000 h-e,23840616.0,CATEGORÍA I,AV-0014/2021,A
1083,EDAR LA GAVIA,AYUNTAMIENTO DE MADRID,MADRID,MADRID,443550.0,4466155.0,RÍO MANZANARES,URBANO O ASIMILABLE,>10.000 h-e,28904347.0,CATEGORÍA I,AV-0034/2002,A
1084,FINCA EL RECODO (VIVIENDAS),PERSONA FÍSICA,MADRID,MADRID,441093.0,4486562.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,1095.0,CATEGORÍA I,AV-0027/1993,F
1085,HOSPITAL CANTOBLANCO,HOSPITAL CANTOBLANCO,MADRID,MADRID,442195.0,4488170.0,ARROYO DE LA VEGA,URBANO O ASIMILABLE,<2.000 h-e,16000.0,CATEGORÍA I,AV-0075/2007,
1086,"E.S. CTRA. A-3, KM 11,200 M.D. SAN PEDRO (ASEOS)","MARKOIL, S.A.U.",MADRID,MADRID,449607.0,4469150.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,2190.0,CATEGORÍA I,AV-0023/1997,J
1087,"E.S. CTRA. A-3, KM 11,200 M.I. SAN PEDRO (ASEOS)","MARKOIL, S.A.U.",MADRID,MADRID,449687.0,4469214.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,2190.0,CATEGORÍA I,AV-0024/1997,J
1088,RESIDENCIA DE ANIMALES SAN FRANCISCO DE ASÍS,SOCIEDAD PROTECTORA DE ANIMALES Y PLANTAS,MADRID,MADRID,439134.0,4483902.0,ARROYO DEL MONTE,URBANO O ASIMILABLE,<2.000 h-e,20440.0,CATEGORÍA I,AV-0104/2002,J
1089,CENTRO HÍPICO URANIA Y GEA (ASEOS),"URANIA Y GEA, S.A.",MADRID,MADRID,439676.0,4484523.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,308.0,CATEGORÍA I,AV-0043/2000,J
1090,PLANTA RECICLAJE RCD LA PALENTINA (ASEOS),"TECNOLOGIA Y RECICLADO, S.L.",MADRID,MADRID,451852.0,4466681.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,365.0,CATEGORÍA I,AV-0027/2002,J
1091,VERTEDERO RESIDUOS INERTES SALMEDINA (ASEOS),"SALMEDINA TRATAMIENTO DE RESIDUOS INERTES, S.L.",MADRID,MADRID,449230.0,4464005.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,1643.0,CATEGORÍA I,AV-0031/2002,J
1092,RESIDENCIA SAN LUIS GONZAGA (LOS ALMENDROS),HIJAS DE LA CARIDAD DE SAN VICENTE DE PAUL PROV. ESP. CENTRO,MADRID,MADRID,441120.0,4486680.0,ARROYO DEL MONTE,URBANO O ASIMILABLE,<2.000 h-e,14600.0,CATEGORÍA I,AV-0011/1986,
1093,"E.S. CTRA. A-3, KM 14,300 M.D.","REPSOL COMERCIAL DE PRODUCTOS PETROLÍFEROS, S.A.",MADRID,MADRID,452868.0,4467493.0,ARROYO MIGUELES,INDUSTRIAL,CLASE 1 Resto,897.0,CATEGORÍA I,AV-0069/2003,J
1094,"E.S. CTRA. M-607, KM 17,750","NAVALCARRO, S.A.",MADRID,MADRID,439878.0,4490379.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,2920.0,CATEGORÍA I,AV-0037/2003,J
1095,PERSONA FÍSICA (ASEOS CENTRO HIPICO),PERSONA FÍSICA,MADRID,MADRID,440550.0,4487085.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,345.0,CATEGORÍA I,AV-0027/2004,F
1096,"E.S. CTRA. A-3, KM 14,800 M.D.","DISA PENÍNSULA, S.L.U.",MADRID,MADRID,452947.0,4467356.0,ARROYO MIGUELES,INDUSTRIAL,CLASE 1 Resto,518.0,CATEGORÍA I,AV-0023/2003,J
1097,LABORATORIO DE CARRETERAS EL GOLOSO (ASEOS),CENTRO DE ESTUDIOS Y EXPERIMENTACIÓN OBRAS PÚBLICAS (CEDEX),MADRID,MADRID,439689.0,4490683.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,382.5,CATEGORÍA I,AV-0031/2004,
1098,ELEVADORA EL CALVERON (ASEOS),CANAL DE ISABEL II,MADRID,MADRID,438184.0,4485654.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,657.0,CATEGORÍA I,AV-0035/2004,
1099,ZONA INDUSTRIAL BARAJAS IBERIA (URBANO),"IBERIA LÍNEAS AÉREAS DE ESPAÑA, S.A. OPERADORA",MADRID,MADRID,455105.0,4478870.0,RÍO JARAMA,URBANO O ASIMILABLE,<2.000 h-e,120000.0,CATEGORÍA I,AV-0082/2008,J
1100,RESTAURANTE CASTILLO DE VIÑUELAS,"LAPARANZA, S.A.",MADRID,MADRID,445312.0,4495034.0,ARROYO VIÑUELAS,URBANO O ASIMILABLE,<2.000 h-e,21900.0,CATEGORÍA I,AV-0031/2003,J
1101,CENTRO DE FORMACIÓN PALACETE MONTE DEL PILAR,"MAPFRE, S.A.",MADRID,MADRID,429112.0,4479915.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,10950.0,CATEGORÍA I,AV-0009/2010,J
1102,"E.S. CTRA. M-203, KM 3,700 M.D. (ASEOS)",PERSONA FÍSICA,MADRID,MADRID,452008.0,4471289.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,50.0,CATEGORÍA I,AV-0030/2024,F
1103,"E.S. CTRA. M-203, KM 3,700 M.I. (ASEOS)",PERSONA FÍSICA,MADRID,MADRID,452015.0,4471308.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,50.0,CATEGORÍA I,AV-0031/2024,F
1104,COLEGIO SAN FERNANDO,CONSEJERIA DE EDUCACION (COMUNIDAD DE MADRID),MADRID,MADRID,441833.0,4487061.0,ARROYO DE LA VEGA,URBANO O ASIMILABLE,<2.000 h-e,14600.0,CATEGORÍA I,AV-0037/1987,J
1105,"AREAS DE SERVICIO CTRA. M-50, KM 34,500 (URBANO)","REPSOL COMERCIAL DE PRODUCTOS PETROLÍFEROS, S.A.",MADRID,MADRID,451951.0,4467294.0,AFLUENTE DEL ARROYO MIGUELES,URBANO O ASIMILABLE,<2.000 h-e,26208.0,CATEGORÍA I,AV-0027/2011,J
1106,CIUDAD ESCOLAR PROVINCIAL,CONSEJERIA DE EDUCACION (COMUNIDAD DE MADRID),MADRID,MADRID,442177.0,4486568.0,ARROYO DE VALLEGRANDE,URBANO O ASIMILABLE,<2.000 h-e,29200.0,CATEGORÍA I,AV-0036/1987,J
1107,CENTRO ECUESTRE ALAMEDA DEL PARDO,ASOCIACION DEPORTIVA ALAMEDA DEL PARDO,MADRID,MADRID,438491.0,4485143.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,438.0,CATEGORÍA I,AV-0200/1990,
1108,INCOISA AGRICOLA (OFICINA Y VIVIENDA),"INCOISA AGRICOLA, S.A.",MADRID,MADRID,441648.0,4485853.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,175.0,CATEGORÍA I,AV-0006/1991,J
1109,RESTAURANTES LAS MORERAS Y POLO,"JULIO SÁNCHEZ RUIZ E HIJOS, S.A.",MADRID,MADRID,454822.0,4477594.0,RÍO JARAMA,URBANO O ASIMILABLE,<2.000 h-e,11176.0,CATEGORÍA I,AV-0076/2023,J
1110,COLEGIO IDEO,"ESCUELA NUEVA KEPLER, S.L.",MADRID,MADRID,440876.0,4489299.0,ARROYO VALDELAMASA,URBANO O ASIMILABLE,<2.000 h-e,49338.0,CATEGORÍA I,AV-0062/2023,J
1111,EDAR LA CHINA,AYUNTAMIENTO DE MADRID,MADRID,MADRID,442050.0,4468305.0,RÍO MANZANARES,URBANO O ASIMILABLE,>10.000 h-e,35611798.0,CATEGORÍA I,AV-0042/2022,A
1112,EDAR ARROYO EL PLANTIO,CANAL DE ISABEL II,MAJADAHONDA,MADRID,422369.0,4481260.0,ARROYO PLANTIO,URBANO O ASIMILABLE,>10.000 h-e,4855613.0,CATEGORÍA I,AV-0065/2021,
1113,URB. EL PINAR DEL PLANTIO (EDAR-1),E.U.C.C. URB. PINAR PLANTIO,MAJADAHONDA,MADRID,427613.0,4478207.0,ARROYO BARDAGUERAL,URBANO O ASIMILABLE,2.000-10.000 h-e,219000.0,CATEGORÍA I,AV-0046/2006,
1114,URB. EL PINAR DEL PLANTIO (EDAR-2),E.U.C.C. URB. PINAR PLANTIO,MAJADAHONDA,MADRID,427694.0,4479036.0,ARROYO VALGRANDE,URBANO O ASIMILABLE,<2.000 h-e,109500.0,CATEGORÍA I,AV-0047/2006,
1115,URB. ENTREÁLAMOS,E.U.C.C. URB. ENTREÁLAMOS,MAJADAHONDA,MADRID,420643.0,4481735.0,BARRANCO DEL MAJO,URBANO O ASIMILABLE,<2.000 h-e,15961.0,CATEGORÍA I,AV-0028/2022,
1116,BAR RESTAURANTE MOSCA - JILTON,"SPORT AND TOURISM DEVELOPMENT, S.L.",MAJADAHONDA,MADRID,420630.0,4482137.0,RÍO GUADARRAMA,URBANO O ASIMILABLE,<2.000 h-e,6570.0,CATEGORÍA I,AV-0003/1994,J
